# 60970 peyv, 24400 werger
# Amadekar: Erdal Ronahî 
# www.ferheng.org
# Nûkirina dawî: 2005-07-29 
# 
# kurdî	türkçe

-dar	-li 
tîzker	kışkırtıcı
tîzker kirin	kışkırtmak
to	kaymak
to	krema
tobe	tövbe
tobekar	tövbeli
tof	grup
tof	kategori
tof	küme
tof	lig
tofan	tufan
tog	edepsiz kişi
tog	yüzkarası
tohmet	itham
tol	arsız
tol	arsız oruspu
tol	intikam
tol	öc
tol	öç
tol	orospu
tol hilanîn	intikam almak
tol hildan	intikam almak
tola	peynir ve kudret helvasından yapılan bir tatlı
tolaz	avare
tolaz	çapkın
tolaz	çpkın
tolaz	hovarda
tolaz	toy
tolaz	zampara
tolazî	avarelik
tolazî	çapkınlık
toleke	hatmi çiçeği
tolgir	intikamcı
tolgirî	intikamcılık
tolgîn	sardunya
tolhildan	intikam
tolhildan	intikam akmak
tolhildêr	intikam alan
tolik	ebegümeci
toloz	moloz
tomar	fiş
tomar	kayıt
tomar	tescil
tomar kirin	kaydetmek
tomar kirî	fişlenmiş
tomar kirî	kayıtlı
tomar kirî	müseccel
tomargeh	stüdyo
tomarkirin	kaydetmek
tomarnekirî	kayıtsız
tomarxane	kayıt evi
tomerî	toplu
top	top
topa hawanê	havan topu
topandin	gebermek
topîn	gebermek
toq	boyun prangası
toqandin	dehşet salmak
toqe	toka
toqî	dehşet
toqîn	dehşete kapılmak
tor	ağ
tor	file
tor avêtin	ağ atmak
tora agahiyan	bilgi ağı
tora masîyan	balık ağı
torandin	darıltmak
torandin	gücendirmek
toranî	boş gezmeyi seven
toranî	çalışmaktan hoşlanmayan kimse
toraq	ayran çökeleği
toraq	çökelek
tore	görenek
tore	töre
torevan	edebiyatçı
torim	deve yavrsu
torin	asil
torin	soylu
torin	yakışıklı
torinî	asalet
torîk	çakal
torîn	darılmak
torîn	gücenmek
torm	deve yavrusu
tortore	kendini beğenmiş işsiz güçsüz kimse
torvan	balıkçı
toşbî	gudde
toşbî	salgı bezi
totemtî	totemcilik
totik	akıl
totikvala	akılsız
totikvala	eksik
totikvala	tahtasız
totirne	iriyarı adam
tov	döl
tov	tohum
tov çandin	tohum ekmek
tovav	atmık
tovav	meni
tovav	sperma
tovî	damızlık
tovî	tohumluk
toxim	tohum
toyik	kaymak
toyîn	ıtır
toz	toz
toz	zerre
toza teniyê	kurum
tozek	birazcık
tozik	sıpa
tozî	dilim
tozîkirin	dilimlemek
trajedî	trajedi
traktor	traktör
transît	transit
tu	asla
tu	hiç
tu	sen
tu car	asla
tu kes	hiç kimse
tulemar	kobra yılanı
tund	hoyrat
tund	kaba
tund	kalın
tund	kesif
tund	sert
tund	sertlik
tund	şiddetli
tundî	baskı
tundî	kabalık
tundî	sertlik
tundî	şertlik
tundî	şiddet
tundraw	aşırı
tundraw	radikal
tune	sıfır
tune	yok
tune bûn	yok olmak
tune kirin	yok etmek
turindî	cin
turt	katı
turt	sert
tut	oyun dışı kalan oyuncu
tuvandin	absorbe ettirmek
tuvanîn	absorbe etmek
tuwanc	ima
tuwanc kirin	ima etmek
tuxt	gr.)
tuxt	okkanın 1/
tuxt	ü (
tû	dut
tû	tükürük
tû kirin	tükürmek
tûfrengî	çilek
tûj	acı keskin
tûj	biber acısı
tûj	keskin
tûj	sivri
tûjî	sivrilik
tûjkirin	bilemek
tûjkirin	sivriltmek
tûl	şeffaf
tûl	tül
tûldan	sıçrama
tûldan bûn	sıçramak
tûle	cılız köpek
tûlemar	kobra yılanı
tûlevî	muhabbet kuşu
tûm	höyük
tûm	tepe
tûman	komik
tûman	şalvar
tûmanî	komiklik
tûmen	tümen
tûn	bütün
tûn	tüm
tûnandin	bütünlemek
tûnc	tunç
tûng	künk
tûqesp	kara dut
tûr	poşet
tûr	torba
tûre	asap
tûre	sinir
tûrebûyîn	galeyana gelmek
tûrebûyîn	sinirlenmek
tûrenasî	sinir bilimi
tûreşk	böğürtlen
tûrik	torba
tûrîst	turist
tûrîzm	turizm
tûş bûn	çarpmak
tûşî hev bûn	çarpışmak
tûşî hev bûn	karşı karşıya gelmek
tûşîhevbûn	çarpışmak
tûşîhevbûn	karşılaşmak:
tûteber	bülbül
tûtevîn	muhabbet kuşu
tûtevîn	muhabet koşu
tûtik	civciv
tûtik	düdük
tûtin	tütün
tûtî	papağan
tûtya	bulunmaz şey
tûtya	çinko
tûx	odun talaşı
tûzik	tere otu
tûzîkirin	elma
tûzîkirin	karpuz
tûzîkirin	vb. dilimlere ayırmak
twanasî	kriminoloji
twankar	suç işleyen
u	Kürt alfabesinin yirmi beşinci harfi
ufe	ruam
ufe	sakağı
ukela	çok bilmiş
ukela	ukala
umıd	ümit
umbur	alet
umbur	cihaz
umet	ümmet
umêd	ümit
unvan	adres
unvan	unvan
Urdu	pakistanın resmi dili
urfe	bir kürt müziği
urfe	oda
urûsi	çerçeveli pencere
urz	sedir ağacı
uskere	bakır su içme tası
utopia	ütopya
utopîst	ütopyacı
û	Kürt alfabesinin yirmi altıncı harfi
û	ve
ûd	ud
ûlis	bir dine mensup olanlar
ûlis	ortak bir inanç sistemine
ûlî	köşk
ûr	ur
Ûrdin	Ürdün
ûşt	gerekçe
ûşt	neden
ûşt	sebep
ûtî	ütü
ûyy	uyy!
v	Kürt alfabesinin yirmi yedinci harfi
va	bu
vac	mantık
vajî	makus
vajî	ters
vajî	ters yüz
vajî	tersyüz
vajîkirin	mec. çarpıtmak
vajîkirin	tersyüz etmek
vala	boş
vala	nafile
vala avêtin	ıskalamak
vala bûn	boşalmak
vala kirin	boşaltmak
vala kirin	tahliye etmek
valabûn	boşalmak
valahî	boşluk
valahî	boşuk
valahî	uzay
valahî	vakum
valakirin	boşaltmak
van	bunlar
van	bunları
vanan	bunlar
vanan	bunları
vanîl	vanilya
varik	dişi piliç
varyoz	balyoz
vatinandin	görevlendirmek
vatinî	fonksiyon
vatinî	görev
vatinî	işlev
vatinî	vazife
vatinîn	görevlendirilmek
vawêr	ayrı
vawêr	tasnif edilmiş
vawêr kirin	tasnif etmek
veanîn	eğmek
veavabûn	yapılanma
vebanîn	yadırgamak
veberdêr	yatırımcı
veberhênan	ekonomi
veberhênan	yatırım
vebijark	seçenek
vebijartin	ayıklamak
vebijartin	karışık olan şeyleri birbirinden ayırmak
vebijîn	buzdan çözülmek
vebijîn	erimek
vebir	ayırmak
vebir	hat çekmek
vebir	kesin
vebirandin	kesinleştirmek
vebirî	kategorîk
vebirî	kesin
vebirî	kesinleşmiş
vebirîn	kesinleşmek
vebirîn	kesinleştirmek
vebistin	tekrar bağlamak
vebizav	tepki
vebuhandin	tayin
vebuhandin	tayin etmek
vebuhtin	tayin
vebuhtin	tayin etmek
vebûn	açılış
vebûn	açılmak
vebûn	çözülmek
veciniqandin	irkiltmek
veciniqandin	ürkütmek
veciniqin	irkilmek
veciniqin	ürkmek
veciniqîn	irkilmek
veciniqîn	ürkmek
vecinoq	ürkek
vecinoqî	ürkeklik
veçırandin	yün ve pamuk türü şeyleri birbirinde ayırmak
veçinandin	çorap
veçinandin	dokuma
veçinandin	örgü vs.’yi örerek tamir etmek
veçinîn	çorap vb. şeyleri tamir etmek
veçinîn	örmek
veçinîn	sakınmak
veçirandin	çorap
veçirandin	örgü vs. sökmek
veçirîn	çorap
veçirîn	örgü vs.nin kendiliğinden sökülmesi
vedan	ısırmak
vedan	deşelemek
vedan	deşmek
vedan	eşmek
vedan	kurmak
veder	dışlanmış
veder	tecrit
veder	tecrit edilmiş
veder kirin	dışlamak
veder kirin	ihraç etmek
veder kirin	tecrit etmek
vederkirin	dışlamak
vederkirin	tecih etmek
vedizîn	gizlenmek
vedizîn	sıvışmak
vedizîn	saklanmak
vedîtin	keşf etmek
vedor	devre
vedor	mevkute
vedor	periyot
vefirîn	çarpıp geri fırlama
vefirîn	çarpıp geri fırlama sekme
vefirîn	köpeğin ani saldırısı
vefirîn	sekme
veger	dönme
veger	dönüş
vegerandin	döndürmek
vegerandin	dönüştürmek
vegerandin	geri döndürmek
vegerîn	dönmek
vegerîn	geri dönmek
vegir	kapsam
vegirî	istila
vegirtin	bez ya da benzeri şeyleri gergin tutmak
vegirtin	feth etmek
vegirtin	fethetmek
vegirtin	geri almak
vegirtin	istila etmek
vegirtin	işgal etmek
vegirtin	kapsamak
vegirtin	torba gibi şeylerin ağzını açmak
vegirtin	yaymak
vegirtin	zaptetmek
vegotin	anlatım
vegotin	anlatmak
vegotin	ifade
vegotin	ifade etmek
vegotin	söylem
veguhastin	aktarma
veguherandin	değiştirmek
veguherandin	dönüştürmek
veguherîn	donüşmek
veguherîn	donuşum
veguhesîn	intikal
veguhestin	aktarmak
veguhestin	intikal etmek
veguhestin	intikal ettirmek
veguhestin	nakletmek
veguhêrîn	başkalaşmak
veguhêrîn	değişim
veguhêrîn	değişmek
veguhêrîn	dönüşüm
veguhêzîn	aktarılma
veguhêzkar	aktarmacı
veguhêztin	aktarmak
veguhêztin	nakletmek
veguhêztin	tayin etmek
vehanîn	eğmek bükmek
vehanîn	geri getirmek
vehatin	geri gelmek
vehatin	nüksetmek
vehewandin	barındırmak
vehewandin	içermek
vehewandin	ihtiva etmek
vehewîn	barınmak
vehisîn	dinlenmek
vehisîn	mola vermek
vehiştin	geri bırakmak
vehûn	doku
vejandin	canlandırmak
vejandin	diriltmek
vejartin	ayırt etmek
vejen	enerji
vejen	pırıltı
vejen	titreşim
vejîn	diriliş
vejîn	dirilmek
vejîn	yeniden can bulma
veketin	uzanmak
veketin	yatmak
vekêş	cezir
vekêşan	gerilim
vekêşan	tansiyon
vekêşandin	geriltmek
vekêşandî	gergin
vekêşandî	gerili
vekêşdinî	gerginlik
vekêşîn	çekilmek
vekêşîn	geri çekilme
vekêşîn	geri çekilmek
vekêşîn	gerilmek
vekêşîn	ricat
vekirin	açmak
vekirin	çözmek
vekirî	açık
vekît	heceleme
vekît	imla
vekîtandin	hecelemek
vekolan	analiz
vekolan	araştırmak
vekolan	inceleme
vekolan	soruşturmak
vekolan	tahkik etmek
vekolan	tahkikat yapmak
vekolîn	araştırma
vekolîn	inceleme
vekolîn	incelemek
vekolîn	soruşturma
vekolîn	tahkikat
vekuştin	söndürmek
velerzîn	titremek
velerzîn	titreşmek
velisî	baygın
velisîn	baygınlık
velistin	bayılmak
velistin	şok olmak
velîsk	şok
velîstin	burkulamak
velîstin	irkilmek
velîstin	şok olmak
velîstin	yerinde oynamak
velokirin	devirip
velokirin	dökmek
vemaliştin	koları sıvamak
vemaliştin	temizlemek
vemayin	geç kalmak
vemayîn	geç kalmak
vemirandin	dindirmek
vemirandin	kısmak
vemirandin	söndürmek
vemirî	sönük
vemirîn	dinmek
vemirîn	kısılmak
vemirîn	sönmek
venan	konmak
venandin	dikmek
venandin	saat
venandin	tuzak vs. için kurmak
venasîn	itiraf etmek
venasîn	tanınmak
venêr	denetimci
venêran	denetim
venêrin	aramak
venêrin	bakınmak
venêrin	konmak
venêrîn	denetleme
venihêrtin	denetleme
veniştin	inmek
veniştin	konmak
veniştin	tünemek
venîn	çizmek
Venûs	Zühre
veperitîn	didinmek
vepirsandin	soruşturmak
vepirsîn	soruşturmak
vepirsîn	soruşturulmak
veqetandek	dilbilisinde isim takısı
veqetandin	ayırmak
veqetandin	birbirinden ayırmak
veqetandin	tefrik
veqetîn	ayrılış
veqetîn	ayrılmak
veqetîn	birbirinden ayrılmak
vereşandin	kusturmak
vereşîn	kusmak
vereşîn	sökülmek
verêj	kusmuk
verêjandin	boşaltmak
verêjandin	kusturmak
verêkirin	geri yollamak
verês	imlâ
verês	yazım
verêstin	grm.çekim yapmak
verij	rekolte
verijandin	boşaltmak
verijandin	kusturmak
verik	kıldan örülmüş ayakkabı
verişandin	kazak vs.) sökmek
verişandin	sökmek
verişî	sökük
vernîk	vernik
verotin	demir gibi şeyler kazımak
verotin	tencere
veser	ek
veserbûn	eklenme
veserkirin	eklemek
veşargeh	eşyanın saklandığı yer veya bölüm
veşarî	gizli
veşarî	mahrem
veşarî	mehrem
veşarî	saklı
veşartin	gizlemek
veşartin	saklamak
veşartok	saklambaç
veşelandin	soyunmak
veşewitîn	deterjan
veşewitîn	kar
veşewitîn	vb. şeylerden dolayı insan vücudunun yanması
veşûştin	durulamak
veşûştin	kurulamak
vetewşandin	sersemletmek
vetewşîn	sersemlemek
vetûrî	basmakalıp
vewestan	ara vermek
vewestan	dinlenme
vewestan	durmak
vewestan	mola
vewestan	mola vermek
vewestîn	dinlenmek
vewestîn	mola vermek
vexistin	düşürmek
vexuyan	alamet
vexuyan	belirti
vexuyan	iz
vexwarin	içmek
vexwarin	meşrubat
vexwarîn	içecek
vexwarîn	içmek
vexwende	davet eden..
vexwendin	davet
vexwendin	davet etmek
vexwendî	çağrılı
vexwendî	davetli
vexwendî	ziyaretçi
vexwendname	davetiye
vexwer	içecek
vexwînî hev bûn	kaynaşmak
vezandin	sündürmek
vezel	kazak
vezelîn	yere yayılarak oturmak
vezen	elastik
vezgir	esnek
vezinîn	iplik yumağını geri sarmak
vezî	esneklik
vezîn	esnemek
vezîn	sünmek
vê	bu
vê	buna
vê	bunu
vê carê	bu defa
vê carê	bu kez
vê gavê	bu an
vê gavê	bu anda
vê ketin	tutuşmak
vê ketin	yanmak
vêce	bu
vêce	bu sefer
vêce	kez
vêga	bu anda
vêga	şimdi
vêgavê	şimdi
vêgavê	şu an
vêketin	lamba vb. nin yanması tutuşmak
vêl	çarpık
vêl	yayvan
vên	irade
vên	istenç
vêrik	çarık dikmede kulanılan iplik
vês	dinlenme
vês	istirahat
vêsa xwe dan	dinlenmek
vêsa xwe dan	istirahat etmek
vêsa xwe dan	mola vermek
vêsandin	istirahat ettirmek
vêsandin	mola verdirmek
vêsandin	söndürmek
vêxistin	lamba
vêxistin	tutuşturmak
vêxistin	vb. yakmak
vijag	kur’a
vijag kişandin	kura çekmek
vik û vala	bomboş
vikî vekir	apaçık
vikûvala	bomboş
vin	burnunda konuşan
vingîn	vınlamak
vir	bura
vir	burası
vir	palavra
vir	yalan
vir kirin	yalan söylemek
vira	bura
vira	buraya
virek	palavracı
virek	yalancı
virekî	yalancılık
virik	amel
virik	ishal
virikî bûn	ishal olmak
viritandin	mürur etme
viritandin	sona erdirme
viritîn	geçip gitme
viritîn	mürur
viritîn	sona erme
virîk	amele
virîk	ishal
virîkîbun	ishal olmak
virkirin	palavra atmak
virkirin	yalan atmak
virnî	normal dönemden sonra doğan hayvan yavrusu
virtoqî	davranışları kötü
virûvî	pişirilmiş yağlı et
viyan	irade
viyan	istek
viyan	istenç
vizbun	kaytarmak
vizbun	yan çizmek
vizek	kaytaran
vizek	yan çizen
vizik	sinek
vizîn	vızıldamak
vî	bu
vî	buna
vî	bunu
vîn	irade
vîn	istenç
vît	dik (kulak için)
vît	dikili (kulaklar için)
vît bûn	dikilmek
vît kirin	dikmek
vîte vît kirin	cıvıldamak
vîtkirin	dikmek
vîzar	feryat
vîzarkirin	feryat etmek
vîzîk	topaç
w	Kürt alfabesinin yirmi sekizinci harfi
wad	vaat
wajav	distribütör
wajav	su dağılım merkezi
Wan	onlar
Wan	onlara
Wan	Van
wane	ders
wanegeh	derslik
wanegeh	sınıf
wanek	nesne
wanek	şey
waqif	vakıf
war	alan
war	kamp
war	mekan
war	yerleşim yeri
war danîn	konaklamak
wargeh	kamp
wargeha	kamp
wargeha civandinê	toplama kampı
warnişîn	ikametgah
warnişîn	mesken
warxan	apartman
warxan	apartman dairesi
wase	atmaca
Washîngton	Washington (ABD’nin başkenti)
waşok	atmaca
wate	anlam
wate	mana
watedar	anlamlı
watenasî	anlambilim
watenasî	semantik
wawik	çakal
waz	vaaz
waz hênan	caymak
wazdin	caydırmak
wazdin	vazgeçirmek
we	siz
we	sizin
weç	ihtiyaç
weç	ince dal
weç	sürgün
weg	çağ
weha	böyle
wehş	vahşi
wehş	yaban domuzu
wek	aynı
wek	gibi
wek	kabil
wekat	açık
wekat	belirli
wekat	sarih
wekat kirin	belirtmek
wekat kirin	tasrih etmek
wekhev	denk
wekhev	eşit
wekhev	özdeş
wekhevî	benzerlik
wekhevî	eşitlik
wekhevîperestî	eşitlikçilik
wekhevîxwaz	eşitlikçi
wekî	aynen
wekî	gibi
wekî	tıpkı
wekî din	ayrıca
wekî din	başka
wekî mînak	mesela
wekî mînak	örneğin
weko	faraza
wekok	örnek
welaq	asil olmayan at
welat	memleket
welat	ülke
welat	vatan
welat	yurt
welatê mader	anayurt
welatê xeribîyê	gurbet
welatî	vatandaş
welatî	yurtaş
welatparêz	yurtsever
welê	böyle
welê	şöyle
welî	veli
welînîmet	velinimet
wen	sakız ağacı
wenaq	difteri hastalığı
wend	atak
wend	cesur
weqî	kg.lık bir ağırlık ölçüsü
weran	dökülmek
weranandin	getirtmek
werandin	döktürmek
weranîn	getirmek
werar	evrim
werar	tekamül
werbûn	tepe taklak yuvarlanmak
werbûn	tepetaklak yuvarlanmak
werçerx	donum
werdan	sallamak
werdek	ördek
werê	öyle
werger	çeviri
werger	çevirmen
werger	tercüman
werger	tercüme
wergerandin	çevirmek
wergerandin	tercüme etmek
wergerîn	çevrilmek
wergêr	çevirmen
wergêr	tercüman
wergirî	kapsam
wergirtin	almak
wergirtin	giyinmek
wergirtin	giymek
werimandin	şişirmek
werimî	şişik
werimîn	şişmek
weritandin	yanıltmak
weritîn	yanılmak
werîna	getirmek
werîs	urgan
werîs	varis
werm	şiş
werqilîn	takılmak
werqilîn	tökezlemek
werşek	vaşak
wert	gelecek nesil
wert	zürriyet
werz	bostan
werz	mevsim
werze	matematik
werze	ziraat
werzeba	kuzeydoğu rüzgarı
werzek	matematikçi
werzeyî	zirai
werzêr	matematikçi
werzêr	tarım işçisi
werziş	spor
werzişe	sporcu
werzişe	sportmen
werzî	mevsimlik
werzîşikar	sporcu
wesandin	ısmarlamak
wesandin	haber salmak
wesem	makyaj
wesf	mahiyet
wesf	nitelik
wesf	vasıf
wesfandin	nitelemek
wesfandin	övmek
wesfîn	nitelenmek
wesp	kalite
west	yorgunluk
west girtin	dinlenmek
westandin	yormak
westanî	dinlenme yeri
westanî	park
westanî	yorgunluk
westar	durağan
westiyayî	yorgun
westîn	yorulmak
weş	bir şeyin veya kimsenin düşmesi için yapılan sarsma eylemi
weşan	dökmek
weşan	neşir
weşan	neşretmek
weşan	yayım
weşan	yayın
weşana guhaztinî	naklen yayın
weşana yekser	canlı yayın
weşandin	yayınlamak
weşandin	yaymak
weşanger	yayıncı
weşanxane	yayınevi
weşîn	dökülmek
weşîn	yayınlanmak
weşk	döküntü
wexêr	hayırlı
wexêr	uğurlu
wexêr be	hayırlı olsun
wexm	bunalım öncesi durum
wey	vay!
weyn	oyun
weyn	rol
weynê	aktris
weyno	aktör
wezandin	estirmek
wezaret	bakanlık
wezareta aboriyê	ekonomi bakanlığı
wezareta berevaniyê	savunma bakanlığı
wezareta çandîne	tarım bakanlığı
wezareta hevotina neteweî	milli eğitim bakanlığı
wezareta karên civatakî	sosyal işler bakanlığı
wezareta karûbarên hundirîn	içişleri bakanlığı
wezareta tendurustiye	sağlık bakanlığı
wezareta tûrîzmê	turizm bakanlığı
wezareta werzeyê	tarım bakanlığı
wezareta werziştê	spor bakanlığı
wezareta xebatê	çalışma bakanlığı
wezarete aborîyê	ekonomi bakanlığı
wezî	bakan
wezîr	bakan
wezîr	vezir
wezîrî	bakanlık
wezîrxane	bakanlık
wezn	tartı
wezn	tartmak
wezne	vezne
weznedar	veznedar
wê	o
wê	onu
wê demê	o zaman
wêje	edebiyat
wêje	literatür
wêje	yazın
wêjemend	edebiyatçı
wêjenas	edebiyat
wêjenas	uzmanı
wêjeya devkî	sözlü edebiyat
wêjeyî	edebi
wêl	avare
wêl	başıboş kimse
wêl	sürüden ayrılmış hayvan
wên	görünüş
wên	görüş
wên	hayal
wên	vizyon
wêne	fotoğraf
wêne	imaj
wêne	imge
wêne	portre
wêne	resim
wêne girtin	görüntülemek
wênekirina fîlm	film çekmek
wênî	hayali
wêr	cesaret
wêr	cüret
wêran	harabe
wêran	viran
wêrandin	cesaretlendirmek
wêrane	virane
wêrankirin	yıkmak
wêre	azim (azm)
wêre kirin	azmetmek
wêrek	cesaretli
wêrek	cesur
wêrek	cüretkar
wêrekî	cesaret
wêrîn	cesaret
wêrîn	cesaret etmek
wêrîn	cüret göstermek
wêrîn	göze almak
wêsîn	sönmek
wiha	böyle
wijdan	vicdan
wilo	böyle
wilo	öyle
winda	kayıp
winda	zayi
winda bûn	kaybolmak
winda bûn	yitirmek
winda kirina hîsê	duyu yitimi
windabun	kaybolmak
windakirin	kaybetmek
wir	ora
wira	orası
wird	dua
wirêne kirin	sayıklamak
wirênekirin	sayıklamak
wisa	öyle
wiş	vay!
wizar	feryat
wizar kirin	feryat etmek
wize	enerji
wî	o
wî	onu
wî	onu (eril)
wî	vay!
wî alî	öte taraf
wîç	alternatif
wîre	azim
wîskî	viski
wîşne	vişne
wuha	şöyle
wurmê	bozma
wurmê	para için ufaltma
wurşe	şaşaa
wurşe	şatafat
wurz	sedir
wusa	öyle
wuşe	kelime
wuşe	sözcük
wûçan	poz
wûçan dan	poz vermek
wûçanî	konum
wûrya	atak
wûrya	uyanık
wûşe	kelime
wûşe	terim
wûze	enerji
x	Kürt alfabesinin yirmi dokuzuncu harfi
xaç	haç
xaç	istavroz
xaç derxistin	haç çıkarmak
xaçepirs	bulmaca
xaçerê	dört yol
xaçerê	kavşak
xaçerêz	bulmaca
xaçirgan	saç ayağı
xaçparêz	Hıristiyan
xaçparêzî	Hıristiyanlık
xaçperest	haçlı
xaftila	ani
xaftila	aniden
xaftila	ansızın
xag	ham
xahr	eğik
xahr	eğri
xahr	yamuk
xahr bûn	eğilmek
xahr bûn	eğrilmek
xahr û xûdûr	eğri büğrü
xak	toprak
xak	ülke
xakî	haki
xakî	haki reng
xal	dayı
xal	nokta
xala werçerxê	donum noktası
xalbendî	noktalama
xalbîhnok	noktalı virgül
xaldanîn	noktalamak
xale	yakamoz
xalet	teyze
xalî	ıssız
xalî	ıssız yer
xalî	tehna
xalî	tekin
xalîbûn	boşalmak
xalîbûn	tehnalaşmak
xalîçe	halı
xalîçefroş	halı satıcısı
xalîçevan	halıcı
xalîçrês	halı dokuyucusu
xaloj	dayı karısı
xalojin	dayı eşi
xaltî	teyze
xalxalok	uğur böceği
xam	bâkir
xam	ham
xam	işlenmemiş
xam bûn	hamlaşmak
xama	bakire
xama	genç ve yetişkin kız
xame	kalem
xamek	leylak rengi
xamkêsan	yulaf
xamoş	kimse
xamoş	konuşkan olmayan içine kapanık
xamoşan	münzevi
xan	han
xandar	hancı
xane	hane
xanedan	hanedan
Xaneqîn	Irak’ta bir Kürt kenti
xangar	hangar
xanik	hamur açma tahtası
xanik	masası
xanim	bayan
xanim	hanım
xanî	bina
xanî	ev
xanî	konut
xanî	mesken
xanîgirtin	ev tutmak
xanûman	hanım hanımcık
xanût	dokuma tezgahı
xanxanik	çizelge
xapan	aldanmak
xapandin	aldatmak
xapandin	ayartmak
xapandin	iğfal etmek
xapandin	kandırmak
xapandin	yanıltmak
xapîn	aldanmak
xapîn	kanmak
xapînok	aldatıcı
xapon	harap
xapon	viran
xapûr	harap
xapûr	metruk
xapûr	viran
xapxapik	takunyaı
xar	aşağı
xar	at koşusu
xar	bilye
xar	misket
xara	at koşusu
xaraw	gün görmüş
xaraw	tecrübeli
xarik	köy meydanı
xarik	semt meydan
xarim	ot balyası
xarîz	unun yağda pişirilmesiyle yapılan yiyecek
Xarpêt	Elazığ. Harput
xarûf	çanak
xarûk	çarık
xarûz	ipe dizilen ceviz içi vb
xas	çıplak ayak
xas	yalın ayak
xasma	bilhassa
xasma	özellikle
xasûk	kurnaz
xaşe	bazı organların üzerindeki ince zar
xaşî	büyük çuval
xatir	hatır
xatir şikandin	hatırını kırmak
xatir xwestin	veda etmek
xatirnas	hatırşinas
xatirxwestin	veda etmek
xatûn	bayan
xatûn	hatun
xav	çiğ
xav	ham
xavik	kaymak
xavik	krema
xavik	tülbend
xavik	tülbent
xavî	çiğlik
xawên	erdem
xawên	gurur
xawên	onur
xawên	şeref
xawêndan	onurlandırmak
xawêndan	şereflendirmek
xawêndan	teşrif etmek
xawênî	onursal
xawênşikû	ekselans
xawênşikû	majeste
xawêr	doğu
xax	rezil
xaxî	rezillik
xayîz	baygın
xayîz bûn	bayılmak
xayîz bûn	içi gitmek
xayîzbûn	bayılmak
xayîzbûn	içi deçmek
xazî	gazi
xebat	çabalama
xebat	çalışma
xebatbarî	işlerlik
xebatkar	çalışan
xebatkar	çalışkan
xebatkirin	çalışmak
xeberoşk	masal
xebitandin	çalıştırmak
xebitandin	kullanmak
xebitîn	çalışmak
xebroşk	masal
xebxeb	çene altı
xedar	acımasız
xedar	gaddar
xedarane	acımasızca
xedarî	acımasızlık
xedeme	hademe
xef	giz
xef kirin	gizlemek
xef kirin	göz önünden alıp gizlemek
xefe	bunaltıcı yer
xefe	dar
xefe	havasız
xefibûn	gizlenmek
xefibûn	göz önünden yitip gitmek
xefik	tuzak
xefirandin	esirgemek
xefî	gizli
xel	bulantı
xel	ileri karakol
xela	kıtlık
xela rabû	kıtlık geldi
xelac	hallaç
xelan	burkulmak
xelan	burulma
xelandin	burma
xelat	armağan
xelat	hediye
xelat	madalya
xelat	mükafat
xelat	ödül
xelat kirin	ödüllendirmek
xelat kirin	taltif etmek
xelatgir	ödülü alan
xelatkirin	ödüllendirmek
xelek	halka
xeleng	süpürge otu
xelet	hata
xelet	yanlış
xeletî	hata
xeletî	yanlışlık
xelitandin	şaşırtmak
xelitandin	yanıltmak
xelitîn	şaşırmak
xelitîn	yanılmak
xelitîn	yanlışlık yapmak
xelî	çok
xelî	duvak
xelî	yelken
xelî	yüz perçemi
xelîn	kıpırtı
xelîn	mide bulanması
xelîn	mide bulantısı
xelk	ahali
xelk	el alem
xelk	halk
xelüz	kömür
xelûz	mangal kömürü
xelwet	inziva
xelwetxane	manastır
xem	dem
xem	efkâr
xem	endişe
xem	gaile
xem	gam
xem	hüzün
xem	kaygı
xem	keder
xem	tasa
xem kişandin	gam çekmek
xem revandin	teselli etmek
xemgîn	endişeli
xemgîn	hüzünlü
xemgîn	üzgün
xemgîn	üzüntülü
xemilandin	donatım
xemilandin	süslemek
xemilandin	süslenmek
xemilîn	donanmak
xemilîn	süslenmek
xemirîn	meyvelerin olgunlaşmak üzere renk değiştirmesi fiili
xemirîn	olgunlaşmak
xemkişandin	kaygılanmak
xemkişandin	üzülmek
xeml	süs
xemlandin	bezemek
xemlandin	donatmak
xemlandin	süslemek
xemlandî	süslü
xemlîn	bezenmek
xemlîn	süslenmek
xemnak	müteessir
xemnak	üzgün
xemr	şarap
xemrevandin	teseli etmek
xemrevîn	gönül rahatlatan
xemrevîn	teseli eden
xemrî	mor
xemrî	şarap rengi
xemsar	ihmalkar
xemsar	vurdumduymaz
xemsarî	ihmal
xemsarî	ihmalkarlik
xemsarî	vurdumduymazlık
xemze	gamze
xenaz	gammaz
xenazî	gammazlık
xencer	hançer
xengel	mantı
xengel	yemeği
xeniqandin	boğmak
xeniqîn	boğulmak
xeniqok	boğmaca
xeniqok	boğucu
xenî	ganî
xenîmî bûn	yüzüne gözüne durmak
xenozî	garaz
xenûqe	gerdanlık
xenzik	kiler
xenzirandin	fazla tüyleri ateşle yakarak yok etmek
xepar	çapa
xepartin	çapalamak
xepirandin	deşme
xepirî	deşilmek
xera	bozuk
xera	kötü
xera bûn	bozulmak
xerab	ihlal
xerab	kötü
xerab kirin	bozmak
xerab kirin	ihlal etmek
xerabî	kötülük
xerabûn	bozulmak
xerac	haraç
xeraf	balık ağı
xeraj	garaj
xerakirin	bozmak
xerat	doğramacı
xerat	dülger
xerat	marangoz
xerat	marangöz
xeratî	marangozluk
